rh_id,departement,ville,nom,num_ref_struct,code_postal,adresse,adresse_suite,geo_,geo_bis,type_structure,rattachement,telephone_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_actions,conditions_acces,type_mediation,public_si_different,conditions_acces_si_diff,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,label,wifi,precisions,commentaires_internes,lat,lon
RH_fiche_113_,31,Toulouse,ASEER,,31400,38 avenue  jean moulin,,,,,Association,05 61 14 26 12,aseer@laposte.net,,,,,,,,,Decembre 2019,,,ACCDS,,,,,,,,,,,,,,,,,,,43.579108,1.441695
RH_fiche_114_,31,Toulouse,Centre annexe  Empalot,,31400,10 rue jean paul blanchard,,,,,Conseil Départemental,05 61 14 94 20,,,,,,,,,,Decembre 2019,,,ACCDA,,,,,,,,,,,,,,,,,,,43.588288,1.447981
RH_fiche_115_,31,Toulouse,Maison Des Solidarités Rangueil,,31400,39 rue camille desmoullins,,,,,Conseil Départemental,,,,,,,,,,,Decembre 2019,,,ACCDA,,,,,,,,,,,,,,,,,,,43.581596,1.453397
RH_fiche_116_,31,Toulouse,Maison Des Solidarités Pont des demoiselles,,31400,,,,,,Conseil Départemental,,,,,,,,,,,Decembre 2019,,,ACCDA,,,,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_117_,31,Toulouse,AIFOMEJ ,,31400,5 impasse des hérons,,,,,Association,05 61 53 52 34,,,,,,,,,,Decembre 2019,,,ACCN,,,ACCDS,,,,,,,,,,,,,,,,43.57568,1.437123
RH_fiche_118_,31,Toulouse,Karavan,,31400,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_119_,31,Toulouse,CIDFF,,31400,95 grande rue st michel,,,,,Association,05 34 31 23 31,cidff31@cdiff31.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.588909,1.445984
RH_fiche_120_,31,Toulouse,Empalot Services,,31400,,,,,,Association,,toulouse-empalot@cnlrq.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_121_,31,Toulouse,Restos du coeur,,31400,286 rte de revel,,,,,Association,09 83 98 46 19,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.565955,1.510915
RH_fiche_122_,31,Toulouse,Emmaüs Agir,,31400,43 avenue  de l'URSS,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.581551,1.448801
RH_fiche_123_,31,Toulouse,Maison Des Solidarités Montaudran,,31400,,,,,,Conseil Départemental,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_124_,31,Toulouse,Mairie de quartier Pont des Demoiselles,,31400,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_125_,31,Toulouse,Maison de quartier rangueil/centre social,,31400,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_126_,31,Toulouse,Bibliotheque des ponts des demoiselles,,31400,63 bis avenue st exupery,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.585621,1.465934
RH_fiche_127_,31,Toulouse,Cosmopolitaine,,31400,,,,,,Association,,contact@cosmopolitaine.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_128_,31,Toulouse,CLCV ,,31400,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_129_,31,Le Fauga,Desir informatique faugatien,,31410,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.365343,1.267282
RH_fiche_130_,31,Le Fauga,mairie La Fauga,,31410,,,,,,Mairie,,mairie@lefauga.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.365343,1.267282
RH_fiche_131_,31,Belberaud,Le 100eme singe,,31450,8 route de Fourquevaux,,,,,Association,06 17 13 65 98,lecentiemesinge@gmail.com,le100esinge.com,,,,,,,,Decembre 2019,,,Co-working,,,,,,,,,,,,,,,,,,,43.510941,1.566573
RH_fiche_132_,31,Saint-Lys,MJC-Centre social,,31470,1 Rue des Glycines ,,,,,FIGO Centre social, 05 34 48 56 91 , centresocial@saint-lys.fr ,,,,,,,,,Decembre 2019,,,COMP,,,,,,,,,,,,,,,,,,,43.534351,1.229666
RH_fiche_133_,31,Toulouse,Centre social Jolimont Soupetard,,31500,Centre social Jolimont 11 avenue de l'observatoire,,,,,FIGO Centre social,05 31 22 94 84,Jolimont.cs@mairie-toulouse.fr,,,,,9h-12h30 et 13h30-17h/16h30,9h-12h30 et 13h30-17h/16h30,,,Decembre 2019,,,ORD,,,COMP,,,,,,,,,,,,,,,,43.61352,1.462468
RH_fiche_134_,31,Toulouse,FFPE,,31500,1  rue Léon Jouhaux ,,,,,Association,,,www.ffpe-toulouse.org,,,,,,,,Decembre 2019,,,COMP,,,ACCDS,,,,,,,,,,,,,,,,43.613273,1.460711
RH_fiche_135_,31,Toulouse,Mission Locale centre,,31500,24 rue Garipuy,,,,,Association,,,,,,,,,,,Decembre 2019,J,,,,,,,,,,,,,,,,,,,,,43.611391,1.457803
RH_fiche_136_,31,Toulouse,Mission Locale Antenne Jolimont,,31500,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106
RH_fiche_137_,31,Toulouse,Agir et devenir,,31500,,,,,,Association,,agiretdevenir@live.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106
RH_fiche_138_,31,Toulouse,Centre social Jean Rieux,,31500,,,,,,Centre social,,,https://www.cpjr.fr/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106
RH_fiche_139_,31,Toulouse,APSAR,,31500,70 chemin michoun,,,,,Centre social,05 61 58 24 63,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.62656,1.468206
RH_fiche_140_,31,Toulouse,Centre social Jolimont,,31500,11 avenue de l'observatoire,,,,,Centre social,05 67 77 44 80,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.61352,1.462468
RH_fiche_141_,31,Toulouse,Maison Des Solidarités Bonnefoy/Amouroux,,31500,3 rue du faubourg bonnefoy,,,,,Conseil Départemental,05 34 25 51 00,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.616349,1.453242
RH_fiche_142_,31,Toulouse,Centre social polyvalent Jean Rieux,,31500,157 avenue jean rieux,,,,,FIGO Centre social,05 61 54 80 00,,www.cpjr.fr,,,,,,,,Decembre 2019,TP,Libre,COMP,,,ACCDS,,,,,,,,,,,,,,,,43.591859,1.468456
RH_fiche_143_,31,Toulouse,Centre social ASPAR,,31500,70 chemin Michoun,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,TP,Libre,ORDM,,,COMP,,,,,,,,,,,,,,,,43.62656,1.468206
RH_fiche_144_,31,Toulouse,Centre social Jolimont Soupetard,,31500,Antenne soupetard 12 rue charles garnier,,,,,FIGO Centre social,05 31 22 95 15,Jolimont.cs@mairie-toulouse.fr,,,9h-12h30 et 13h30-17h,9h-12h30 et 13h30-17h,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.608485,1.477852
RH_fiche_145_,31,Toulouse,Mediatheque Jose Cabanis,,31500,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106
RH_fiche_146_,31,Toulouse,Maison de la citoyenneté Est,,31500,8 bis avenue du parc,,,,,Mairie,05 31 22 93 00,mdc.est@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.620189,1.470204
RH_fiche_147_,31,Toulouse,Pole Emploi Jolimont,,31500,,,,,,Pôle Emploi,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106
RH_fiche_148_,31,Toulouse,Mediathèque Serveyrolles,,31500,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106
RH_fiche_149_,31,Toulouse,Point Information Jeunesse Jolimont,,31500,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106
,31,,Foyer Jeune Travailleur Jolimont,,31500,,,,,,,05 34 30 42 80 ,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_151_,31,Ramonville Saint-Agne,Le F@bRiquet,,31520,CEEI Théogone - 10 Avenue de l'Europe,,,,,,05 61 73 10 22,fabmanager@fabriquet.fr,http://www.fabriquet.fr/web/,,14h-22h,13h-18h,Sur RDV,13h-18h,13h-20h,,Decembre 2019,,,FL,,,,,,,,,,,,,,,TL,,,,43.550909,1.48805
RH_fiche_152_,31,Lévignac,centre social Vallée de la Save,,31530,,,,,,FIGO Centre social,05 62 13 80 20,centre-social.valleesave@save-touch.org,https://www.mairie-levignac.com/centre-social,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 – 12h00,,,Decembre 2019,,,SENS,TP,Libre,,,,,,,,,,,,,,,,,43.678823,1.21246
RH_fiche_153_,31, Cintegabelle,Foyer rural «  La Gabela »,,31550,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.30041,1.485627
RH_fiche_154_,31,Cintegabelle,Foyer rural «  La Gabela »,,31550,mairie,,,,,Foyers ruraux ,,,,,,,,,,,Decembre 2019,TP,Libre,COMP,,,,,,,,,,,,,,,,,,,43.254196,1.471051
RH_fiche_155_,31,Muret,9com9,,31600,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.443252,1.30016
RH_fiche_156_,31,Saint Orens de Gameville,Espace Pour Tous,,31650,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.539453,1.568106
RH_fiche_157_,31,Saint Orens,CCAS,,31650,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.539453,1.568106
RH_fiche_158_,31,Blagnac,Mairie de Blagnac,,31700,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.693942,1.268855
RH_fiche_159_,31,Colomiers,Mairie,,31770,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.610367,1.329544
RH_fiche_160_,31,Colomiers,CCAS,,31776,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_161_,31,Saint Gaudens,MJC / cyber-base du Saint-Gaudinois,,31800,1 place du maréchal juin,,,,,Association,05 61 94 66 45,info@mjc-st-gaudens.org ,www.mjc-st-gaudens.org,,,,,,,,Decembre 2019,,,ORDM,,,COMP,,,,,,,,,,,,,,,,43.109098,0.726493
RH_fiche_162_,31,Saint Gaudens,APP Comminges-Luchonnais,,31800,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.163287,0.665737
RH_fiche_163_,31,Saint Gaudens,Club de prévention Saint Gaudens,,31800,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.163287,0.665737
RH_fiche_164_,31,Saint Gaudens,CyberBase de Saint Gaudens,,31800,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.163287,0.665737
RH_fiche_165_,31, Venerque,Service Jeunesse Léo Lagrange Venerque,,31810,14  avenue du Mont Frouzi,,,,,Mairie,,,https://www.facebook.com/Service-Jeunesse-CCLAG-177831365607843/,,,,,,,,Decembre 2019,,,COMP,TP,Libre,,,,,,,,,,,,,,,,,43.433458,1.445644
RH_fiche_166_,31,Pibrac,Maison des Initiatives Sociales et Culturelles,,31820,1 Impasse de la Gare,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,ORD,,,COMP,,,,,,,,,,,,,,,,43.621387,1.28721
RH_fiche_167_,31,Plaisance du Touch,centre social Sesame,,31830,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,inscription,,,,,,,,,,,,,,,,,43.547747,1.254752
RH_fiche_168_,31,Lagardelle-sur-Lèze,Mairie,,31870,,,,,,,,,,,,,,,,,Decembre 2019,TP,Libre,SENS,,,FL,,,,,,,,,,,,,,,,43.403462,1.395185
RH_fiche_169_,31,Lagardelle-sur-Lèze,Médiathèque municipale,,31870,3 Château de Vignaou,,,,,,,bm.lagardelle@wanadoo.fr,,,15h00 - 18h00,09h30 - 12h30 et 15h00 - 18h00,15h00 - 18h00,09h30 - 12h30,09h30 - 12h30,,Decembre 2019,,,ORD,ALL,,,,,,,,,,,,,,,,,point CAF,43.414512,1.388385
RH_fiche_170_,31,La Salvetat Saint Gilles,centre social F Chopin,,31880,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,,,,,,,,,,,,,,,,,,43.575243,1.279134
RH_fiche_171_,31,Toulouse,PRCP,,,2 allée du vignemale,,,,,Association,05 61 15 43 44,prcp@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.60514,1.333515
RH_fiche_172_,31,Labège,Centre social Escalquens / CCAS,,,Mairie d'Escalquens Place François Mitterrand,,,,,FIGO Centre social,05 62 71 56 75,centre.social@escalquens.fr,www.escalquens.fr,8h30-12h et 14h-18h,8h30-12h et 14h-18h,8h30-12h et 14h-18h,9h-12h et 14h-19h,8h30-12h et 14h-18h,,,Decembre 2019,,,ORDM,,,COMP,,,,,,,,,,,,,,,,43.517864,1.558979
RH_fiche_173_,31,Toulouse,Apprentis d'Auteuil,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_174_,31,Toulouse,Ensemble à tout âge,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_175_,31,Toulouse,ADVITAM,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_176_,31,Toulouse,Association,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_177_,31,Ramonville,Le pic,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_178_,31,Toulouse,CHRS de Fages,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_179_,31,Toulouse,ADPAM,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_180_,31,Toulouse,CSF Le Cabri,,,,,,,,Association,,associationlecabri@laposte.net,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_181_,31,Toulouse,Bell’Arc en Ciel,,,,,,,,Association,,bellarcenciel@wanadoo.fr ,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_182_,31,Toulouse,APSAR,,,,,,,,Association,05 61 58 24 63,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_183_,31,Toulouse,A.I.R.S,,,,,,,,Association,09 71 30 75 86,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_184_,31,Toulouse,Tisseo ?,,,,,,,,Entreprise,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,31,,Adens,,,,,,,,Entreprise,,,http://adens.org/qui-sommes-nous/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_186_,31,Léguevin,centre social La Maison des Quartiers,,,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_187_,31,Blagnac,centre social blagnac,,,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_188_,31,Toulouse,Accueil Amouroux,,,,,,,,Mairie,,accueil.amouroux@mairie-toulouse.fr ,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_189_,31,Toulouse,Accueil Soupetard,,,,,,,,Mairie,,Accueil.SOUPETARD@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_190_,31,Toulouse,Maison de la citoyenneté Est,,,,,,,,Mairie,,Mdc.Est@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_191_,31,Toulouse,Maison de la citoyenneté Nord,,,,,,,,Mairie,,mdc.nord@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_192_,31,Toulouse,Maison de la citoyenneté Rive Gauche,,,,,,,,Mairie,,mdc.rive-gauche@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_193_,31,Toulouse,Maison de la citoyenneté Sud Est,,,,,,,,Mairie,,mdc.sud-est@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_194_,31,Toulouse,Point Information Mairie Serveyrolles,,,,,,,,Mairie,05 61 22 22 39 ,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_195_,31,Tournefeuille,AGEAH - Maison des Associations Tournefeuille,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_196_,31,Toulouse,Association Lieu Ressource Formation (LRF),,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_197_,31,Toulouse,Planning Familial,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_198_,31,Toulouse,Club de Prévention ASETE,,,,,,,,Collectivites,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_199_,31,Toulouse,Bibliothèque Roseraie,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_200_,31,Toulouse,NB Com',,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_201_,31,Toulouse,CRIJ,,,,,,,,Collectivites,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,31,,Point info famille,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_203_,31,Toulouse,SAVIM,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,31,,DigiJeunes,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_205_,31,Toulouse,ASETE,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,31,,centre culturel des chamois,,,,,,,,Centre social,,accueil.chamois@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,31,,TO7,,,,,,,,Association,,to7@to7.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_208_,31,Toulouse,Mairie annexe Roseraie,,,,,,,,,05 31 22 93 10,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_209_,31,Toulouse,Mairie annexe Bonnefoy,,,,,,,,,05 61 22 22 32,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,31,,Pavillon Sauvages,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_211_,31,Toulouse,Cap Nomade,,,,,,,,Association,     06 01 99 36 23 ou 09 50 94 58 16,capnomade@gmail.com,http://www.capnomade.org/formations/,,,,,,,,Decembre 2019,,,SENS,J,,,,,,,,,,,,,,,,,,,
RH_fiche_212_,11,Berriac,Le Relai,,11000,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.213227,2.401777
RH_fiche_213_,11, Caves,ATRIUM,,11510,,,,,,,,atriumcaves@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,42.903122,2.967238
RH_fiche_214_,11,Carcassonne,Régie de quartier,,11000,,,,,,Association,,carcassonne-rdq@cnlrq.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.213227,2.401777
RH_fiche_215_,11,Capendu,Point Cyb,,11700,,,,,,,,cc@piemont-dalaric.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.178396,2.649844
RH_fiche_216_,11,Carcassonne,Espace Culturel Multimédia,,11000,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.213227,2.401777
RH_fiche_217_,11,Narbonne,Ecole régionale deuxieme chance,,11000,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.213227,2.401777
RH_fiche_218_,11,Thezan des corbieres,Espace Public Numérique de la Contrée de Durban-Corbières,,11200,,,,,,,,developpementlocal@contree-durban-corbieres.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.226184,2.827668
RH_fiche_219_,11,Alzonne,FEP Médiathèque,,11170,,,,,,,,fep.alzonne@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.253817,2.245552
RH_fiche_220_,11,Narbonne,Versus  Internet Café,,11000,,,,,,,,info@versus.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.213227,2.401777
RH_fiche_221_,11,Carcassonne,acti city - Information Jeunesse,,11000,,,,,,,,information.jeunesse@acticity.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.213227,2.401777
RH_fiche_222_,11,Narbonne,Maison de la l'Emploi et de la Formation,,11000,,,,,,,,multimedia@mef-narbonnaise.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.213227,2.401777
RH_fiche_223_,11,Narbonne,PIMMS,,,,,,,,,,narbonne@pimms.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_224_,11,Lezignan Corbières,MJC Lezignan Corbières,,11200,25 Rue Marat,,,,,Association,04 68 27 03 34,mjc.lezignan.corbieres@wanadoo.fr,www.mjc-lezignan-corbieres.com,08h - 20h,08h - 20h,08h - 20h,08h - 20h,08h - 20h,08h - 13h,,Decembre 2019,,,ORD,,,ACCDS,,,COMP,,,,,,,,,TL,,,,43.199696,2.757916
RH_fiche_225_,11,Narbonne,Aide Mutuelle à l'Insertion,,11000,24 boulevard Frédéric Mistral,,,,,FIGO Centre social,04 68 65 07 10,ami-aude@orange.fr,https://ami-aude.com/index.html,,,,,,,,Decembre 2019,TP,,SENS,,,SENS,,,,,,,,,,,,,,,,43.215465,2.351981
RH_fiche_226_,11,Narbonne,Centre Social et Culturel Nelson MANDELA,,11000,4 Promenade Emilie Palomo,,,,,FIGO Centre social,04 68 41 77 26,,https://www.csc-mandela.fr/,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,,,Decembre 2019,,,COMP,,,ACCDA,,,ORD,,,,,,,,,,,,,43.187463,2.985839
RH_fiche_227_,11,Saint Marcel sur Aude,Centre Socioculturel et Familial ‘Les Passerelles’,,11120,107  avenue de Saint Pons,BP 8,,,,FIGO Centre social,04 68 42 35 25,lespasserelles@cs-les-passerelles.fr,www.cs-les-passerelles.fr,9h – 12h et 14h – 18h,9h - 12h,9h – 12h et 14h – 18h,9h - 12h,9h - 12h,,,Decembre 2019,,,ORDM,,,ACCDA,,,ACCN,,,SENS,,,COMP,,,MFS,,,,43.251553,2.914701
,11,,Event Orizon,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_229_,11,Narbonne,Le Lieu Ressources Littoral,,,,,,,,,,sp-narbonne@aude.pref.gouv.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Tiers-lieu « l’oppidum »,,,,,,,,,, epops-biodiversite@laposte.net,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,MEDIATHEQUE GRAIN D’SEL,,,,,,,,,,mediatheque@caracassonne-agglo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public de Chalabre,,,,,,,,MSAP,,msap.chalabre@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public d’Axat,,,,,,,,MSAP,,msap.axat@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public de Belcaire,,,,,,,,MSAP,,msap.belcaire@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public de Belvèze-du-Razès,,,,,,,,MSAP,,msap.belveze-du-razes@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public de Couiza,,,,,,,,MSAP,,msap.couiza@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public de Villasavary,,,,,,,,MSAP,,mairie-de-villasavary@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison des Potes,,,,,,,,,,mdpnarbonne11@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,L'Arche,,,,,,,,,,arche.narbonne@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Centre Social et Culturel NELSON MANDELA,,,,,,,,Centre social,,centresocialnarbonne@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,EPN Ecole de la seconde chance,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,MAISON DIGITALE DU CIDFF,,,,,,,,,,lri.narbonne@cidff.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,LA BULLE DU WEB (WAW-coworking)),,,,,,,,,,hello@labulleweb.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
