rh_id,n_ref,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure
RH_fiche_414_,Ref_0414,,65,=65=,Tarbes,,Confédération Syndicale des Familles,,65000,33 rue E Ténot,,33 rue E Ténot 65000 Tarbes,,,,,,05 62 38 17 69
RH_fiche_415_,Ref_0415,,65,=65=,Tarbes,,Maison Départementale de la Solidarité site des Bigerrions,Conseil Départemental,65000,37 boulevard du martinet,,37 boulevard du martinet 65000 Tarbes,,,collectivité territoriale,,,05 62 53 34 65
RH_fiche_416_,Ref_0416,,65,=65=,Tarbes,,Maison Départementale de la Solidarité site de Gaston Dreyt,Conseil Départemental,65000,5 rue Gaston Dreyt,,5 rue Gaston Dreyt 65000 Tarbes,,,collectivité territoriale,,,05 62 56 73 02
RH_fiche_417_,Ref_0417,,65,=65=,Tarbes,,Maison Départementale de la Solidarité site de St Exupéry,Conseil Départemental,65000,8 rue du Comminges,,8 rue du Comminges 65000 Tarbes,,,collectivité territoriale,,,05 31 74 36 50
RH_fiche_418_,Ref_0418,,65,=65=,Tarbes,,Bureau d'information Jeunesse (BIJ),,65000,3 rue colomès de Juillan,,3 rue colomès de Juillan 65000 Tarbes,,,,,,05 62 93 22 12
RH_fiche_419_,Ref_0419,,65,=65=,Tarbes,,point jeunes Laub'ados,,65000,26 rue Guynemer,,26 rue Guynemer 65000 Tarbes,,,,,,05 62 36 31 68
RH_fiche_420_,Ref_0420,,65,=65=,Tarbes,,Solidarité avec les Gens du Voyage (SAGV),,65000,17 avenue Joffre,,17 avenue Joffre 65000 Tarbes,,,,,,05 62 36 76 44
RH_fiche_421_,Ref_0421,,65,=65=,Tarbes,,atelier Canopé,,65000,11 rue G. Magnoac,,11 rue G. Magnoac 65000 Tarbes,,,,,,05 62 44 36 36
RH_fiche_422_,Ref_0422,,65,=65=,Tarbes,,Portes Ouvertes,,65000,6 cité Mouysset,,6 cité Mouysset 65000 Tarbes,,,,,,06 33 42 80 52
RH_fiche_423_,,,,,,,,,,,,,,,,,,
RH_fiche_424_,Ref_0424,,65,=65=,Trie sur baïse,,restos du cœur,Restos du coeur,65220,3 place de la Mairie,,3 place de la Mairie 65220 Trie sur baïse,,,Association,,,
RH_fiche_425_,,,,,,,,,,,,,,,,,,
RH_fiche_426_,Ref_0426,,65,=65=,Trie sur baïse,,France Services - Coteaux,PETR des coteaux,65220,31 Place de la Mairie,,31 Place de la Mairie 65220 Trie sur baïse,,,collectivité territoriale,,,
RH_fiche_427_,,,,,,,,,,,,,,,,,,
RH_fiche_428_,Ref_0428,,65,=65=,Vic en Bigorre,,Maison des Jeunes et de la Culture,,65500,17 Rue Barère de Vieuzac,,17 Rue Barère de Vieuzac 65500 Vic en Bigorre,,,,Centre social,,05 62 31 61 00 / 06 52 96 20 05
RH_fiche_429_,Ref_0429,,65,=65=,Vic en Bigorre,,France Services - Vic-en-Bigorre,CC Adour Madiran,65500,21 Place du Corps Franc Pommies,,21 Place du Corps Franc Pommies 65500 Vic en Bigorre,,,collectivité territoriale,,,
RH_fiche_430_,Ref_0430,,65,=65=,Vic en Bigorre,,Restos du Cœur,Restos du coeur,65500,17 rue Barrère de Vieuzac,,17 rue Barrère de Vieuzac 65500 Vic en Bigorre,,,Association,,,
RH_fiche_431_,,,,,,,,,,,,,,,,,,
RH_fiche_432_,Ref_0432,,65,=65=,Vic en Bigorre,,Maison Départementale de la Solidarité,Conseil Départemental,65500,445 avenue J Fourcade,,445 avenue J Fourcade 65500 Vic en Bigorre,,,collectivité territoriale,,,05 62 96 74 23
RH_fiche_433_,,,,,,,,,,,,,,,,,,
RH_fiche_434_,Ref_0434,,65,=65=,Vic en Bigorre,,Médiathèque Adour Madiran,,65500,Quai Rossignol,,Quai Rossignol 65500 Vic en Bigorre,,,,,,05 62 43 05 25
RH_fiche_435_,Ref_0435,Actualisé (S.),31,=31=,Toulouse,,Part'ages 31,,31000,Allées Jules Guesdes,La Cantine du Quai,Allées Jules Guesdes 31000 Toulouse,,,Association,,,06 89 17 59 46
RH_fiche_436_,Ref_0436,Actualisé (S.),31,=31=,Toulouse,,Actisse,,31000,Allées Jules Guesdes,La Cantine du Quai,Allées Jules Guesdes 31000 Toulouse,,,Association,,,
RH_fiche_437_,Ref_0437,,31,=31=,Villeneuve Tolosane,,Club tolosane informatique,,31270,16 rue de la république,,16 rue de la république 31270 Villeneuve Tolosane,,,Association,,,05 61 31 18 13
RH_fiche_438_,Ref_0438,,31,=31=,Montrabé,,Club informatique Montrabé,,31850,Espace St Exupéry - allée de la gare,,Espace St Exupéry - allée de la gare 31850 Montrabé,,,Association,,,05 34 26 40 40
RH_fiche_439_,Ref_0439,,31,=31=,Toulouse,,Lieu Ressources formation,Lieu Ressources formation,31500,1 impasse baurot,,1 impasse baurot 31500 Toulouse,,,Assocation,,,05 62 48 53 20
RH_fiche_440_,Ref_0440,,31,=31=,COLOMIERS,,Envoi,,31770,5 avenue Clément ADER,,5 avenue Clément ADER 31770 COLOMIERS,,,SASU,,,0561432734
RH_fiche_441_,Ref_0441,,31,=31=,Toulouse,,Face Grand Toulouse,,31500,32 rue de la Caravelle,,32 rue de la Caravelle 31500 Toulouse,,,,,,05 34 42 07 22
RH_fiche_442_,Ref_0442,,31,=31=,Rieumes,,MJC Rieumes,,31370,410 rue du pigeonnier,,410 rue du pigeonnier 31370 Rieumes,,,,,,06 49 04 78 81
RH_fiche_443_,Ref_0443,,31,=31=,Lherm,,MJC Lherm,,31600,2 av de Gascogne,,2 av de Gascogne 31600 Lherm,,,,,,05 61 56 02 32
RH_fiche_444_,Ref_0444,,31,=31=,Le Fousseret,,Espace de vie sociale Foyers Ruraux,Foyer rural,31430,136 route de Pouy-de-Touges,,136 route de Pouy-de-Touges 31430 Le Fousseret,,,,,,09 81 22 02 28
RH_fiche_445_,Ref_0445,,31,=31=,Launac,,Club informatique,CCAS de Launac,31330,1 Place des Jardins Galembrun,,1 Place des Jardins Galembrun 31330 Launac,,,,,,
RH_fiche_446_,Ref_0446,,31,=31=,Grenade,,CCAS Grenade,,31330,17 avenue Lazare Carnot,,17 avenue Lazare Carnot 31330 Grenade,,,Collectivités,,,05 61 37 66 00
RH_fiche_447_,Ref_0447,,31,=31=,Toulouse,,Lien social insertion et solidarité (ALIS),,31100,3 Cheminement Robert Cambert,,3 Cheminement Robert Cambert 31100 Toulouse,,,Association,,,
RH_fiche_448_,Ref_0448,,31,=31=,Lasserre-Pradère,,Association Macarion,,31530,2 place de la Mairie,,2 place de la Mairie 31530 Lasserre-Pradère,,,Association,,,05 61 06 04 62
RH_fiche_449_,Ref_0449,,31,=31=,Toulouse,,La Compagnie du code,,31000,62 rue Matabiau,,62 rue Matabiau 31000 Toulouse,,,SARL en SCIC,,,05 32 10 83 40
RH_fiche_450_,Ref_0450,,31,=31=,Toulouse,,Wild Code School,,31300,18 place Roguet,,18 place Roguet 31300 Toulouse,,,,,,666476870
RH_fiche_451_,Ref_0451,,11,=11=,Escales,,NUM.IN.OC  atelier numérique de l'association ATO MOSSU,,11200,1 rue du Mûrier,,1 rue du Mûrier 11200 Escales,,,Association,intervention itinérante,,06 32 98 44 76
RH_fiche_452_,Ref_0452,,31,=31=,Montlaur,,Mon Assistant Numérique Nord Lauragais,,31450,1000 Route de Potié,,1000 Route de Potié 31450 Montlaur,,,Micro-Entrepreneur,Intervention itinérante  possible à domicile ou auprès de structures ou collectivités,,06 07 36 40 17
RH_fiche_453_,Ref_0453,,31,=31=,Toulouse,,La Tech Academy,,31000,76 allée Jean Jaurès,,76 allée Jean Jaurès 31000 Toulouse,,,,,,05 61 72 24 09
RH_fiche_454_,Ref_0454,,31,=31=,Toulouse,,Secours populaire français,Secours populaire,31200,147 Avenue des Etats Unis,,147 Avenue des Etats Unis 31200 Toulouse,,,Association,,,05 34 40 34 40
RH_fiche_455_,Ref_0455,,31,=31=,Saint-lys,,Ordisol,,31470,4 Avenue de Gascogne,,4 Avenue de Gascogne 31470 Saint-lys,,,Association,Intervention itinérante  possible auprès de structures ou collectivités,samir.chrouki@gmail.com,06 32 51 35 65
RH_fiche_456_,Ref_0456,,31,=31=,Saint-Lys,,"
Médi@TIC",CCAS Saint-Lys,31470,1 bis  rue du Presbytère,,1 bis  rue du Presbytère 31470 Saint-Lys,,,,,,05 62 23 76 77
RH_fiche_457_,Ref_0457,,31,=31=,Toulouse,,La rebooterie,,31200,29 bis avenue des Mazades,,29 bis avenue des Mazades 31200 Toulouse,,,Association,,,
RH_fiche_458_,Ref_0458,,65,=65=,Castelnau-Magnoac,65129,Médiathèque,,65230,21 place de l'Estelette,,21 place de l'Estelette 65230 Castelnau-Magnoac,,,,,,05 62 99 80 62
RH_fiche_459_,Ref_0459,,65,=65=,Cauterets,65138,Médiathèque Municipale,,65110,2 Esplanade des œufs,,2 Esplanade des œufs 65110 Cauterets,,,,,,05 62 92 59 96
RH_fiche_460_,Ref_0460,,,,,,,,,,,,,,,,,
RH_fiche_461_,Ref_0461,,65,=65=,Trie sur Baïse,65452,Maisons de services au public,,65220,31 place de la mairie,,31 place de la mairie 65220 Trie sur Baïse,,,,,,05 62 35 66 00
