rh_id,n_ref,statut_infos,departement,ville,nom,structure_porteuse,code_postal,adresse,adresse_suite,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,wifi,precisions,lat,lon,code_public,code_mediations,code_thematique,code_departement
RH_fiche_88_,,,32,L ISLE JOURDAIN,L OURS BRUN,,32600,9 Place GAMBETTA,,,,PRV. SARL,SOCIETE VBR EVENEMENTS,,0680856559 - 06 11 72 24 20,xavier.roque@laposte.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.614212,1.081982,,,,=32=
RH_fiche_89_,,,31,La Salvetat Saint Gilles,centre social F Chopin,,31880,,,4393352,0 626401,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,,,,,,,,,,,,,,,,,,,,,,43.575297,1.265705,SEN,COMP,,=31=
RH_fiche_90_,,,31,LABEGE,ASSOCIATION IOT VALLEY,,31670,425 rue Jean Rostand,,,,PRV. ASSOCIATION,ASSOCIATION IOT VALLEY,,,bertran@iot-valley.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.543887,1.511505,,,,=31=
RH_fiche_91_,,,31,Labège,Centre social Escalquens / CCAS,,,Mairie d'Escalquens Place François Mitterrand,,,,,,FIGO Centre social,05 62 71 56 75,centre.social@escalquens.fr,www.escalquens.fr,8h30-12h et 14h-18h,8h30-12h et 14h-18h,8h30-12h et 14h-18h,9h-12h et 14h-19h,8h30-12h et 14h-18h,,,Decembre 2019,,,ORDM,,,,COMP,,,,,,,,,,,,,,,,,,,43.517864,1.558979,,ORDM-COMP,,=31=
RH_fiche_92_,,,31,LAGARDELLE SUR LEZE,EVOLFABLAB,,31870,289 route de la fontannasse,,,,PRV. ASSOCIATION,ASSOCIATION INFO@LEZE,,06 20 22 11 48,infoaleze@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.414922,1.396709,,,,=31=
RH_fiche_93_,,,31,Lagardelle-sur-Lèze,Mairie,,31870,,,,,,,,,,,,,,,,,,Decembre 2019,TP,Libre,SENS,,,,FL,,,,,,,,,,,,,,,,,,,43.415164,1.393363,TP,SENS-FL,,=31=
RH_fiche_94_,,,31,Lagardelle-sur-Lèze,Médiathèque municipale,,31870,3 Château de Vignaou,,4305739,2213259,,,,,bm.lagardelle@wanadoo.fr,,,15h00 - 18h00,09h30 - 12h30 et 15h00 - 18h00,15h00 - 18h00,09h30 - 12h30,09h30 - 12h30,,Decembre 2019,,,ORD,ALL,,,,,,,,,,,,,,,,,,,,,,43.413613,1.388667,ALL,ORD,,=31=
RH_fiche_95_,,,32,Lamothe Goas,Mairie,,32500,,,,,,,Mairie,,,http://www.lamothe-goas.com/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.872387,0.57237,,,,=32=
RH_fiche_96_,,,65,Lannemezan,SARAPP,,65300,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.123752,0.396535,,,,=65=
RH_fiche_97_,,,34,LAVERUNE,LA FRICHE DE MIMI,,34880,,,,,PRV. ASSOCIATION,,,06 15 04 59 18,frichemimi@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.582736,3.804211,,,,=34=
RH_fiche_98_,,,31,Le Fauga,Desir informatique faugatien,,31410,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.400557,1.291478,,,,=31=
RH_fiche_99_,,,31,Le Fauga,mairie La Fauga,,31410,,,,,,,Mairie,,mairie@lefauga.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.400557,1.291478,,,,=31=
RH_fiche_100_,,,30,LE VIGAN,TL CC LE VIGAN,,30120,30 B route du Pont de la Croix,,,,PUB. EPCI,CC DU PAYS VIGANAIS,,04 67 82 58 60,a.pages@cc-paysviganais.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.988933,3.613328,,,,=30=
RH_fiche_101_,,,32,Lectoure,MSAP,,32700,2 cours Gambetta,,,,,,MSAP,05 62 68 75 47,ccas.accueil@mairie-lectoure.fr,https://www.maisondeservicesaupublic.fr/content/lectoure,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.933522,0.626401,,,,=32=
RH_fiche_102_,,,32,Lectoure,Télécentre de Lectoure,,32700,,,,,,,,,priviere@mairie-lectoure.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.945129,0.656629,,,,=32=
RH_fiche_103_,,,32,Lectoure,Régie rurale de services de Lomagne,,32700,,,,,,,Association,,regie.lectoure@cnlrq.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.945129,0.656629,,,,=32=
RH_fiche_104_,,,32,Lectoure,Bibliothèque médiathèque municipale,,32700,rue Saint Gervais,,,,,,Collectivités,05 62 68 48 32 ,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.934117,0.623142,,,,=32=
RH_fiche_105_,,,32,Lectoure, Génération Mouvement,,32700,,,,,,,Association,05 62 68 71 77,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.945129,0.656629,,,,=32=
RH_fiche_106_,,,32,Lectoure,Mairie,,32700,,,,,,,Mairie,05 62 68 70 22,,https://www.lectoure.fr/fr-contact.html,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.945129,0.656629,,,,=32=
RH_fiche_107_,,,32,LECTOURE,Lectoure,Commune de Lectoure,32700,2 Cours Gambetta,,,,,,Collectivité,,ccas.direction@mairie-lectoure.fr,,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.933522,0.626401,,,,=32=
RH_fiche_108_,,,32,LECTOURE,PEPINIERES D ENTREPRISES DE LOMAGNE,,32700,ZI La Couture,,4342778,0 578462,PUB. EPCI,CC LOMAGNE GERSOISE,,05.62.29.52.42 - 06.46.71.43.17,economie@lomagne-gersoise.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.958787,0.606889,,,,=32=
RH_fiche_109_,,,11,Lezignan,Isis (epicerie solidaire),,11200,39 rue Lamartine,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.202429,2.757544,,,,=11=
RH_fiche_110_,,,11,Lezignan Corbières,MJC Lezignan Corbières,,11200,25 Rue Marat,,4346935,0 034708,,,Association,04 68 27 03 34,mjc.lezignan.corbieres@wanadoo.fr,www.mjc-lezignan-corbieres.com,08h - 20h,08h - 20h,08h - 20h,08h - 20h,08h - 20h,08h - 13h,,Decembre 2019,,,ORD,,,,ACCDS,,,,COMP,,,,,,,,,,,,TL,,,43.199696,2.757916,,ORD-ACCDS-COMP,,=11=
RH_fiche_111_,,,11,Limoux,SAPIE,,11300,7 rue du Cougaing,,,,,,SCIC ,04 68 74 73 30,sapie@sapie.coop,http://sapie.coop,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,,,Decembre 2019,,,SENS,,,,TL,,,,ACCN,,,,COMP,,,,,,,,TL,,,43.055492,2.212835,,SENS-TL-ACCN-COMP,,=11=
RH_fiche_112_,,,11,LIMOUX,Limouxin,MSA,11300,17 chemin Farinier,,,,,,Opérateur,,,,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,8:30 - 12:00,8:30 - 12:00 / 13:30 - 16:30,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.057309,2.213259,,,,=11=
RH_fiche_113_,,,11,LIMOUX,TIERS LIEUX LIMOUX,,11300,7  rue du Cougaing,,,,PRV. SCIC,SCIC SAPIE,,04 68 74 73 30 / 06 27 63 21 28,florence.tholly@sapie.coop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.055492,2.212835,,,,=11=
RH_fiche_114_,,,34,LODEVE,LA DISTILLERIE,,34700,,,,,PRV. ASSOCIATION,http://la-distillerie.org/wakka.php?wiki=PagePrincipale,,06 84 60 31 73,contact@la-distillerie.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.732736,3.303781,,,,=34=
RH_fiche_115_,,,65,Lourdes,CCAS Lourdes,,65100,2 Rue de l'Hôtel de Ville,,,,,,Mairie,05 62 94 65 65,,,,,,,,,,Decembre 2019,,,ACCN,SEN,Libre,,,,,,,,,,,,,,,,,,,,,43.091652,-0.045258,SEN,ACCN,,=65=
RH_fiche_116_,,,65,Lourdes,Centre social Lourdes,,65100,2 Rue de l'Hôtel de Ville,,,,,,FIGO Centre social,05 62 94 65 65,,https://www.lourdes.fr/enfance-jeunesse/l-espace-vie-citoyenne-jeunesse/3079-le-centre-social-jean-zay,,,,,,,,Decembre 2019,,,ORDM,TP,Libre,,,,,,,,,,,,,,,,,,,,,43.091652,-0.045258,TP,ORDM,,=65=
RH_fiche_117_,,,65,Lourdes,SAGV65,,65100,17  avenue Joffre,BP 846,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,,,,,,,,,,,,,,,,,,,,,,,43.094593,-0.045855,,COMP,,=65=
RH_fiche_118_,,,65,Lourdes,Cyber-base Lourdes,,65100,,,,,,,,,barmelle@cyber-base.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.114673,-0.068912,,,,=65=
RH_fiche_119_,,,65,LUC,Luc,,65190,19 rue du Pic du Midi, ,,,,,,,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.152955,0.176922,,,,=65=
RH_fiche_120_,,,65,Luz Saint Sauveur,Cyber-base Luz Saint Sauveur,,65120,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,42.853868,-0.005765,,,,=65=
RH_fiche_121_,,,65,LUZ ST SAUVEUR,Luz-Saint-Sauveur,,65120,Maison Gradet-Poque - Mairie de Luz Saint Sauveur, ,,,,,,,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,42.873114,-0.003461,,,,=65=
RH_fiche_122_,,,31,Léguevin,centre social La Maison des Quartiers,,,,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.59128,1.237728,,,,=31=
RH_fiche_123_,,,31,Lévignac,centre social Vallée de la Save,,31530,,,,,,,FIGO Centre social,05 62 13 80 20,centre-social.valleesave@save-touch.org,https://www.mairie-levignac.com/centre-social,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 – 12h00,,,Decembre 2019,,,SENS,TP,Libre,,,,,,,,,,,,,,,,,,,,,43.662399,1.194495,TP,SENS,,=31=
RH_fiche_124_,,,09,Lézat-sur-Lèze,FABLAB COMETES INNOVATION,,9210,Zone Activités  Peyjouan,,,,PUB. EPCI,C.C LEZAT SUR LEZE,,33 5 32 11 13 44,arizeleze-dir@orange.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.290369,1.341556,,,,=09=
RH_fiche_125_,,,32,L’isle Jourdain,A.P.I. en Gascogne,,32600,2 Avenue du Courdé,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,,,,,,,,,,,,,,,,,,,,,,43.612469,1.088924,SEN,COMP,,=32=
RH_fiche_126_,,,32,MASSEUBE,Val de Gers,Communauté de Communes Val de Gers,32140,16 Avenue Elysée Duffréchou,Ancien couvent,,,,,Collectivité,,,,-,10:00 - 13:00,10:00 - 13:00 / 14:00 - 18:00,10:00 - 13:00,10:00 - 13:00 / 14:00 - 18:00,9:00 - 13:00,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.427777,0.578462,,,,=32=
RH_fiche_127_,,,65,Maubourguet,Cyber-Base du Val d'Adour,,65700,,,,,,,,,cyberbase@cc-valdadour.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.465633,0.032828,,,,=65=
RH_fiche_128_,,,65,MAUBOURGUET,Maubourguet,CC Adour Madiran,65700,179 Place de la Libération,Centre culturel Jean Glavany,,,,,Collectivité,05 62 96 07 93,cyberbase@adour-madiran.fr,,9:00 - 12:30 / 14:00 - 16:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 16:00 - 18:00,14:00 - 18:00,9:00 - 12:30 / 14:00 - 18:00,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.46935,0.034708,,,,=65=
RH_fiche_129_,,,32,Mauvezin,Régie Rurale de Services de Fezensaguet,,32120, 43  rue Gambetta ,,,,,,Association,"
05 62 06 92 80",regie.mauvezin@cnlrq.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.733173,0.880511,,,,=32=
RH_fiche_130_,,,81,MAZAMET,LE C@PITOLE,,81200,17 avenue Albert Rouvière,,,,PRV. SARL,M IMMO - LE C@PITOLE,,05 81 79 10 01,info@lecapitole-entreprises.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.495176,2.374864,,,,=81=
RH_fiche_131_,,,48,MENDE,TIERS LIEU POLEN,,48000,12 Rue Albert Einstein,,,,PUB. CONSEIL DEPARTEMENTAL,CONSEIL DEPARTEMENTAL DE LOZERE,,04 66 45 33 04 - 06 35 12 17 25,v.gatin@lozere-developpement.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.528137,3.466734,,,,=48=
RH_fiche_132_,,,31,Merville,Centre Social de Merville / CCAS,,31330,50 rue du 19 mars 1962,,,,,,FIGO Centre social,05 62 13 40 95,,,,,,,,,,Decembre 2019,,,ORD,TP,Libre,,ORD,ALL,Libre,,COMP,TP,Libre,,SENS,,,,,,,,,,,43.722019,1.298805,TP-ALL-TP,ORD-ORD-COMP-SENS,,=31=
RH_fiche_133_,,,12,MILLAU,PINGPONG COWORK,,12100,21  rue du Pont de Fer,,,,PRV. SCIC SARL,PINGPONG COWORK,,06.63.85.85.45,contact@pingpong-cowork.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.094847,3.08111,,,,=12=
RH_fiche_134_,,,12,MILLAU,FABLAB MILLAU GRANDS CAUSSES,,12100,4 rue de la Mégisserie,,,,PUB. COMMUNE,COMMUNE DE MILLAU,,05 65 600 800,c.bremaud-sartre@cc-millaugrandscausses.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.095335,3.080299,,,,=12=
RH_fiche_135_,,,32,Mirande,Télécentre de Mirande,,32300,,,4296028,2526948,,,,,coeur-dastarac@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.517161,0.406986,,,,=32=
RH_fiche_136_,,,32,Mirande,Internet Academy,,32300,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.517161,0.406986,,,,=32=
RH_fiche_137_,,,31,Miremont,Médiathèque ,,31190,,Place Carreties,4335671,1623405,,,,05 61 50 67 05,biblio.miremont@wanadoo.fr ,,,,,,,,,Decembre 2019,,,ORD,Habitants,,,,,,,,,,,,,,,,,,,,,,43.372849,1.417581,Habitants,ORD,,=31=
RH_fiche_138_,,,09,MIREPOIX,X-MOTION-LAB,,9500,31 Bis  Cours du Jeu du Mail,,,,PRV. SARL,WOOMEET SARL,,06 75 20 61 78,x-motionlab@woomeet.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.08784,1.878102,,,,=09=
RH_fiche_139_,,,82,MOISSAC,ASSOCIATION MOISSAC ANIMATION JEUNE,,82200,27 rue de la solidarité,,,,PRV. ASSOCIATION,ASSOCIATION MAJ,,,direction@e-maj.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.103299,1.089695,,,,=82=
RH_fiche_140_,,,82,MONTAUBAN,MONTAULAB,,82000,35 avenue du Danemark,,,,PRV. ASSOCIATION,ASSOCIATION MONTAULAB,,07 81 03 16 98,montaulab@orange.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.988599,1.328582,,,,=82=
RH_fiche_141_,,,82,MONTAUBAN,FABLAB ARTISAN NUMERIQUE,,82000,,,,,PRV. ASSOCIATION,ARTISAN NUMERIQUE,,05 63 93 04 42 - 06 76 56 39 36,info@artisanumerique.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.022237,1.365479,,,,=82=
RH_fiche_142_,,,82,MONTAUBAN,ENTRE'FORM COSPORTING SOCIAL,,82000,,,,,PRV. SCIC SARL,,,06 23 25 75 68,coworking@entreform.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.022237,1.365479,,,,=82=
RH_fiche_143_,,,82,MONTAUBAN,ETP CCI TAN,,82065,,,,,PUB. ETABLISSEMENT PUBLIC,CCI TARN,,05 63 22 26 26,cci82@montauban.cci.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.022237,1.365479,,,,=82=
RH_fiche_144_,,,31,Montbrun Bocage,L'ordinateur facile,,31310,3 rue du Rebarat,,4318723,3005378,,,Association,06 51 91 40 96,lordinateurfacile@gmail.com,http://www.lordinateurfacile.fr/,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,,Decembre 2019,,,ORDM,,,,ACCDS,,,,FL,,,,,,,,,,,,,,,43.127466,1.267765,,ORDM-ACCDS-FL,,=31=
RH_fiche_145_,,,34,MONTPELLIER,ARDEC,,34090,,,,,PRV. ASSOCIATION,,,04 67 92 21 74 - 06 10 13 70 99,g.albalat@ardeclr.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.611665,3.873083,,,,=34=
RH_fiche_146_,,,34,MONTPELLIER,FABLAB MOBILE LABSUD,,34000,120  Allée john Napier,,,,PRV. ASSOCIATION,ASSOCIATION LABSUD,,06 26 63 22 55 - 09 84 31 82 08,tresorier@labsud.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.615586,3.909807,,,,=34=
RH_fiche_147_,,,34,MONTPELLIER,THE ISLAND,,34070,,,,,PRV. SARL,,,04 99 74 08 83 - 06 74 40 26 82,contact@the-island.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.611665,3.873083,,,,=34=
RH_fiche_148_,,,34,MONTPELLIER,LA RUCHE MONTPELLIER,,34000,,,,,PRV. SAS,,,06 83 62 05 88,montpellier@la-ruche.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.611665,3.873083,,,,=34=
RH_fiche_149_,,,34,MONTPELLIER,LA HALLE TROPISME,,34070,,,,,PRV. SCIC SARL,,,04 67 04 47 94 - 06 15 09 60 19,jcastellano@illusion-macadam.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.611665,3.873083,,,,=34=
RH_fiche_150_,,,34,MONTPELLIER,TL CREALEAD C WORKING,,34000,55  rue Saint Cleophas,,,,PRV. SCOP SA,CREALEAD SCOP SA,,04 67 06 18 22 - 06 99 32 12 02,Angelique.FRANCESCATTI@crealead.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.596701,3.873001,,,,=34=
RH_fiche_151_,,,31,Montrejeau,SARAPP Montrejeau,,31210,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.086626,0.557622,,,,=31=
RH_fiche_152_,,,11,Mouthoumet,Centre social Adhco,,11330,23 rue de la gare,,,,,,Centre social,04 68 70 18 50,adhco.developpement@orange.fr,http://www.adhco.fr/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,42.960276,2.526948,,,,=11=
RH_fiche_153_,,,11,MOUTHOUMET,Massif de Mouthoumet,ADHCO CENTRE SOCIAL,11330,23 rue de la gare,,,,,,Association,04 68 70 18 50,adhco.developpement@orange.fr,,9:00 - 12:30 / 14:00 - 17:30,9:00 - 12:30 / 14:00 - 17:30,9:00 - 12:30 / 14:00 - 17:30,9:00 - 12:30 / 14:00 - 17:30,9:00 - 12:30 / 14:00 - 17:30,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,42.960276,2.526948,,,,=11=
RH_fiche_154_,,,31,Muret,9com9,,31600,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.443252,1.30016,,,,=31=
RH_fiche_155_,,,31,NAILLOUX,Nailloux - CC Terres du Lauragais,Communauté de communes,31560,1 rue de la république,,,,,,Collectivité,,,,13:30 - 17:00,13:30 - 17:00,9:15 - 12:30 / 13:30 - 17:00,13:30 - 17:00,9:15 - 12:30 / 13:30 - 17:00,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.356713,1.623405,,,,=31=
RH_fiche_156_,,,11,Narbonne,Ecole régionale deuxieme chance,,11000,,,429696,-0 07415,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.204896,2.406431,,,,=11=
RH_fiche_157_,,,11,Narbonne,Versus  Internet Café,,11000,,,,,,,,,info@versus.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.204896,2.406431,,,,=11=
RH_fiche_158_,,,11,Narbonne,Maison de la l'Emploi et de la Formation,,11000,,,4360542,0 045201,,,,,multimedia@mef-narbonnaise.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.204896,2.406431,,,,=11=
RH_fiche_159_,,,11,Narbonne,Aide Mutuelle à l'Insertion,,11000,24 boulevard Frédéric Mistral,,,,,,FIGO Centre social,04 68 65 07 10,ami-aude@orange.fr,https://ami-aude.com/index.html,,,,,,,,Decembre 2019,TP,,SENS,,,,SENS,,,,,,,,,,,,,,,,,,,43.215465,2.351981,TP,SENS-SENS,,=11=
RH_fiche_160_,,,11,Narbonne,Centre Social et Culturel Nelson MANDELA,,11000,4 Promenade Emilie Palomo,,,,,,FIGO Centre social,04 68 41 77 26,,https://www.csc-mandela.fr/,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,,,Decembre 2019,,,COMP,,,,ACCDA,,,,ORD,,,,,,,,,,,,,,,43.187463,2.985839,,COMP-ACCDA-ORD,,=11=
RH_fiche_161_,,,11,Narbonne,Le Lieu Ressources Littoral,,,,,,,,,,,sp-narbonne@aude.pref.gouv.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.172093,3.034085,,,,=11=
RH_fiche_162_,,,11,NARBONNE,PIMMS du Narbonnais,Union Nationale des PIMMS,11000,8 avenue du Maréchal Foch, ,,,,,PIMMS,04 68 43 68 93,narbonne@pimms.org,,8:30 - 12:00 / 14:00 - 17:00,14:00 - 17:00,8:30 - 12:00 / 14:00 - 17:00,14:00 - 17:00,8:30 - 12:00 / 14:00 - 17:00,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.217333,2.352939,,,,=11=
RH_fiche_163_,,,11,NARBONNE,TIERS LIEUX IN’ESS LE GRAND NARBONNE,,11000,30 Avenue Paul Pompidor,,,,PUB. EPCI,CA GRAND NARBONNE,,,l.bullich@legrandnarbonne.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.18231,2.978995,,,,=11=
RH_fiche_164_,,,11,NARBONNE,FABLAB IN'ESS,,11100,30 avenue Pompidor,,4338747,0 15968,PUB. EPCI,C.C GRAND NARBONNE,,,s.sole@legrandnarbonne.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.18231,2.978995,,,,=11=
RH_fiche_165_,,,30,NIMES,LA STATION COWORKING,,30000,442 rue Georges Besse,,,,PRV. ASSOCIATION,BIC INNOV UP,,04 66 04 41 33,a.houssin@gard.cci.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.82016,4.368837,,,,=30=
RH_fiche_166_,,,30,NIMES,LES SPOTS,,30000,,,,,PRV. SCIC SARL,,,07 71 37 49 26 - 04 66 36 85 64,cooperativelesspots@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.825875,4.344528,,,,=30=
RH_fiche_167_,,,30,NIMES,LES SPOTS ARCHIPEL,,30000,,,,,PRV. SCIC SARL,,,07 71 37 49 26 - 04 66 36 85 64,cooperativelesspots@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.825875,4.344528,,,,=30=
RH_fiche_168_,,,30,NIMES,FABLAB NIMES EERIE,,30000,69 Rue George Besse,,4341314,1119217,PUB. EPCI,C.A. NIMES METROPOLE,,06 50 30 63 32,fabien.boulier@nimes-metropole.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.821556,4.368586,,,,=30=
RH_fiche_169_,,,32,Nogaro,Association CLAN - PIJ,,32110,,,,,,,,,pij32.nogaro@crij.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.762308,-0.02944,,,,=32=
RH_fiche_170_,,,34,OLONZAC,LES CAHIERS DU MINERVOIS,,34210,,,,,PRV. ASSOCIATION,,,04 68 27 86 86,semaineduminervois@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.284592,2.726679,,,,=34=
RH_fiche_171_,,,66,PERPIGNAN,FABLAB ORLES VALLEY,,66000,43 Avenue Paul Pasco,,,,PRV. ASSOCIATION,ASSOCIATION ORLES VALLEY,,,laurent.denet@imerir.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,42.675048,2.849231,,,,=66=
RH_fiche_172_,,,66,PERPIGNAN,ART PRESTIGE,,66000,51 quai Sébastien Vauban,,,,PRV. EURL,ART PRESTIGE,,O601861410,veronique@artprestig.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,42.700421,2.89299,,,,=66=
RH_fiche_173_,,,31,Pibrac,Maison des Initiatives Sociales et Culturelles,,31820,1 Impasse de la Gare,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,ORD,,,,COMP,,,,,,,,,,,,,,,,,,,43.621387,1.28721,,ORD-COMP,,=31=
